Win/Loss (Fighter1),Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Lose,Ike Villanueva,Chase Sherman,Heavyweight,KO/TKO Elbow,2,am,0.56,32,18,14,0,3.66,0.38,7.24,0.36,0.6,0.5,1,0,0.57,28,16,12,0,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0
Lose,Tony Ferguson,Justin Gaethje,Lightweight,KO/TKO Punch,5,am,0.72,36,26,10,0,4.94,0.45,4.41,0.55,0.39,0.35,0.67,0.9,0.83,30,25,5,0,6.78,0.59,7.46,0.52,0.11,0.25,0.75,0
Lose,Dominick Cruz,Henry Cejudo,Bantamweight,KO/TKO Knee,2,am,0.86,28,24,4,0,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,0.8,20,16,4,0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2
Lose,Jairzinho Rozenstruik,Francis Ngannou,Heavyweight,KO/TKO Punch,1,am,0.74,19,14,5,0,3.44,0.49,2.78,0.47,0,0,0.75,0,0.85,20,17,3,0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
Lose,Jeremy Stephens,Calvin Kattar,Featherweight,KO/TKO Elbow,2,am,0.6,47,28,19,0,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4,0.74,31,23,8,0,4.76,0.39,6.75,0.54,0.39,0.29,0.72,0.1
Lose,Yorgan De Castro,Greg Hardy,Heavyweight,U-DEC,3,am,0.67,9,6,3,0,2.46,0.43,3.85,0.53,0,0,0.77,0,0.58,12,7,5,0,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0
Lose,Donald Cerrone,Anthony Pettis,Welterweight,U-DEC,3,am,0.68,53,36,17,0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,0.71,34,24,10,0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1
Lose,Fabricio Werdum,Aleksei Oleinik,Heavyweight,S-DEC,3,am,0.71,34,24,9,1,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,0.77,78,60,17,1,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9
Lose,Michelle Waterson-Gomez,Carla Esparza,Women's Strawweight,S-DEC,3,am,0.6,30,18,12,0,3.56,0.46,4.19,0.49,1.42,0.32,0.7,0.7,0.74,27,20,7,0,2.16,0.4,2.69,0.55,3.22,0.35,0.47,0.3
Lose,Niko Price,Vicente Luque,Welterweight,KO/TKO Punches,3,am,0.68,22,15,7,0,5.46,0.42,5.6,0.48,0.7,0.2,0.64,0.7,0.67,33,22,10,1,5.07,0.52,5.21,0.52,1,0.53,0.62,0.6
Lose,Charles Rosa,Bryce Mitchell,Featherweight,U-DEC,3,am,0.64,22,14,8,0,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1,0.84,19,16,3,0,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6
Lose,Sam Alvey,Ryan Spann,Light Heavyweight,S-DEC,3,am,0.65,51,33,18,0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,0.7,30,21,9,0,3.42,0.4,3.91,0.45,1.29,0.35,0.47,1.5
Lose,Kevin Lee,Charles Oliveira,Lightweight,SUB Guillotine Choke,3,am,0.69,26,18,8,0,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8,0.77,44,34,10,0,3.39,0.53,3.2,0.51,2.17,0.4,0.55,2.8
Lose,Demian Maia,Gilbert Burns,Welterweight,KO/TKO Punch,1,am,0.72,39,28,11,0,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1,0.76,29,22,7,0,3.29,0.48,3.42,0.54,2.24,0.38,0.5,0.5
Lose,Damir Hadzovic,Renato Moicano,Lightweight,SUB Rear Naked Choke,1,am,0.67,21,14,7,0,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,0.76,25,19,5,1,4.38,0.48,3.68,0.6,1.89,0.45,0.72,0.6
Lose,Johnny Walker,Nikita Krylov,Light Heavyweight,U-DEC,3,am,0.72,29,21,8,0,3.81,0.53,2.83,0.44,0.46,1,0.57,0.9,0.77,39,30,9,0,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4
Lose,John Makdessi,Francisco Trinaldo,Lightweight,U-DEC,3,am,0.67,27,18,9,0,5.52,0.49,4.15,0.68,0,0,0.86,0,0.76,37,28,9,0,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5
Lose,Jussier Formiga,Brandon Moreno,Flyweight,U-DEC,3,am,0.74,31,23,8,0,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,0.68,31,21,8,2,3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5
Lose,Randa Markos,Amanda Ribas,Women's Strawweight,U-DEC,3,am,0.46,24,11,12,1,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,0.71,17,12,5,0,4.63,0.4,3.4,0.61,2.07,0.51,0.85,0.7
Lose,Aleksei Kunchenko,Elizeu Zaleski dos Santos,Welterweight,U-DEC,3,am,0.91,22,20,2,0,3.67,0.44,2.83,0.63,0.25,0.33,0.8,0,0.75,32,24,7,1,4.52,0.42,3.33,0.57,0.43,0.13,0.68,0.4
Draw,Enrique Barzola,Rani Yahya,Bantamweight,M-DEC,3,am,0.71,24,17,5,2,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,0.72,39,28,11,0,1.59,0.37,1.77,0.5,2.86,0.32,0.24,1.9
Lose,Mayra Bueno Silva,Maryna Moroz,Women's Flyweight,U-DEC,3,am,0.77,13,10,3,0,3.84,0.57,4.86,0.53,0.68,0.38,0.68,1.6,0.65,17,11,6,0,4.42,0.33,4.89,0.51,0.7,0.24,0.42,0.6
Lose,Bruno Silva,David Dvorak,Flyweight,U-DEC,3,am,0.68,34,23,11,0,4.12,0.49,5.45,0.41,0.93,0.27,0.73,0,0.77,26,20,6,0,3.48,0.43,3.29,0.59,0.58,0.3,0.7,0.2
Lose,Veronica Hardy,Bea Malecki,Women's Bantamweight,U-DEC,3,am,0.62,13,8,4,1,3.27,0.45,4.1,0.46,1.27,0.41,0.57,0.4,0.8,5,4,1,0,6.84,0.46,6.96,0.62,0,0,0.78,1.1
Lose,Yoel Romero,Israel Adesanya,Middleweight,U-DEC,5,am,0.72,18,13,5,0,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0,0.89,27,24,3,0,3.93,0.48,3.11,0.56,0.05,0.14,0.77,0.1
Lose,Joanna Jedrzejczyk,Zhang Weili,Women's Strawweight,S-DEC,5,am,0.76,21,16,5,0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,0.89,28,25,3,0,5.66,0.53,3.15,0.53,2.51,0.46,0.5,0.5
Lose,Drakkar Klose,Beneil Dariush,Lightweight,KO/TKO Punch,2,am,0.82,17,14,2,1,4.33,0.55,3.4,0.52,1.78,0.3,0.68,0,0.76,29,22,6,1,3.78,0.48,2.65,0.57,1.9,0.34,0.8,0.9
Lose,Li Jingliang,Neil Magny,Welterweight,U-DEC,3,am,0.7,27,19,8,0,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0,0.71,41,29,12,0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3
Lose,Max Griffin,Alex Oliveira,Welterweight,S-DEC,3,am,0.67,30,20,10,0,3.92,0.49,3.81,0.57,1.45,0.41,0.68,0.3,0.65,34,22,12,0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6
Lose,Jose Quinonez,Sean O'Malley,Bantamweight,KO/TKO Punches,1,am,0.64,14,9,5,0,3.6,0.45,3,0.64,2.7,0.47,0.42,0.6,0.95,19,18,1,0,7.63,0.61,3.52,0.62,0.35,0.42,0.62,0.3
Lose,Austin Hubbard,Mark Madsen,Lightweight,U-DEC,3,am,0.7,23,16,7,0,3.83,0.46,3.37,0.56,1.55,0.52,0.63,0,0.86,14,12,2,0,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0
Lose,Saparbeg Safarov,Rodolfo Vieira,Middleweight,SUB Arm Triangle,1,am,0.75,12,9,3,0,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0,0.83,12,10,2,0,3.19,0.54,4.6,0.49,4.18,0.3,1,1.6
Lose,Deron Winn,Gerald Meerschaert,Middleweight,SUB Rear Naked Choke,3,am,0.7,10,7,3,0,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0,0.68,53,36,17,0,3.18,0.45,3.37,0.53,2.17,0.38,0.34,1.6
Lose,Jamall Emmers,Giga Chikadze,Featherweight,S-DEC,3,am,0.71,28,20,8,0,5.3,0.48,4.05,0.57,1.83,0.4,0.9,0.2,0.83,18,15,3,0,4.08,0.43,3.44,0.62,0.23,0.33,0.69,0.2
Lose,Guido Cannetti,Batgerel Danaa,Bantamweight,KO/TKO Punch,1,am,0.56,18,10,8,0,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,0.71,17,12,5,0,5.38,0.36,4.21,0.47,0.52,0.5,0.62,0
Lose,Joseph Benavidez,Deiveson Figueiredo,Flyweight,KO/TKO Punch,2,am,0.78,36,28,8,0,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,0.85,27,23,3,1,3.01,0.55,3.38,0.5,1.65,0.42,0.58,1.7
Lose,Zarah Fairn,Felicia Spencer,Women's Featherweight,KO/TKO Punches,1,am,0.5,12,6,6,0,4.55,0.31,7.4,0.45,0,0,0.6,0,0.75,12,9,3,0,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Lose,Ion Cutelaba,Magomed Ankalaev,Light Heavyweight,KO/TKO Punches,1,am,0.63,27,17,10,0,4.44,0.43,3.43,0.47,4.17,0.57,0.76,0,0.95,20,19,1,0,3.64,0.53,2.25,0.59,1.02,0.31,0.86,0
Lose,Norma Dumont,Megan Anderson,Women's Featherweight,KO/TKO Punch,1,am,0.85,13,11,2,0,3.11,0.49,1.89,0.66,1.91,0.68,0.72,0,0.69,16,11,5,0,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5
Lose,Darrick Minner,Grant Dawson,Featherweight,SUB Rear Naked Choke,2,am,0.65,40,26,14,0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,0.87,23,20,2,1,2.97,0.51,2.27,0.45,3.68,0.36,0.4,1.5
Lose,Gabriel Silva,Kyler Phillips,Bantamweight,U-DEC,3,am,0.8,10,8,2,0,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,0.86,14,12,2,0,5.72,0.45,3.38,0.61,2.41,0.46,0.75,0.5
Lose,Tom Breese,Brendan Allen,Middleweight,KO/TKO Punches,1,am,0.8,15,12,3,0,3.34,0.5,2.81,0.6,0,0,0.7,1.1,0.83,29,24,5,0,3.98,0.53,3.83,0.47,1.74,0.47,0.58,1.4
Lose,Serghei Spivac,Marcin Tybura,Heavyweight,U-DEC,3,am,0.8,20,16,4,0,3.54,0.49,3.79,0.49,4.56,0.64,0.7,0.5,0.76,33,25,8,0,3.6,0.48,3.35,0.55,1.43,0.33,0.79,0.1
Lose,Steve Garcia,Luis Pena,Lightweight,U-DEC,3,am,0.75,20,15,5,0,4.85,0.56,2.4,0.46,1.31,0.44,0.88,0.7,0.75,12,9,3,0,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2
Lose,TJ Brown,Jordan Griffin,Featherweight,SUB Guillotine Choke,2,am,0.61,28,17,11,0,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3,0.67,27,18,9,0,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9
Lose,Aalon Cruz,Spike Carlyle,Featherweight,KO/TKO Punches,1,am,0.67,12,8,4,0,7.58,0.39,8.88,0.58,0,0,0,0,0.75,12,9,3,0,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5
Lose,Ismail Naurdiev,Sean Brady,Welterweight,U-DEC,3,am,0.83,23,19,4,0,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,0.94,17,16,1,0,3.77,0.53,3.55,0.61,3.29,0.57,0.87,1.2
Lose,Paul Felder,Dan Hooker,Lightweight,S-DEC,5,am,0.74,23,17,6,0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,0.66,35,23,12,0,5.08,0.48,4.76,0.51,0.79,0.34,0.8,0.4
Lose,Michal Oleksiejczuk,Jimmy Crute,Light Heavyweight,SUB Kimura,1,am,0.73,26,19,7,0,5.06,0.5,4.26,0.61,0.75,0.44,0.48,0,0.71,17,12,4,1,3.68,0.54,3.04,0.44,4.84,0.57,0.6,2
Lose,Karolina Kowalkiewicz,Yan Xiaonan,Women's Strawweight,U-DEC,3,am,0.7,23,16,7,0,5.92,0.43,5.55,0.59,0.36,0.26,0.74,0.2,0.82,22,18,4,0,4.97,0.44,3.66,0.58,1,0.73,0.62,0
Lose,Ben Sosoli,Marcos Rogerio de Lima,Heavyweight,KO/TKO Punch,1,am,0.7,10,7,3,0,2.31,0.31,4.3,0.47,0,0,0,0,0.67,33,22,10,1,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5
Lose,Magomed Mustafaev,Brad Riddell,Lightweight,S-DEC,3,am,0.78,18,14,4,0,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,0.71,14,10,4,0,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0
Lose,Kevin Aguilar,Zubaira Tukhugov,Featherweight,KO/TKO Punches,1,am,0.77,22,17,5,0,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0,0.74,27,20,6,1,3.17,0.39,3.07,0.63,2.13,0.39,1,0
Lose,Josh Culibao,Jalin Turner,Lightweight,KO/TKO Punches,2,am,0.73,15,11,3,1,3.2,0.42,3.24,0.56,0,0,0.67,0.3,0.64,22,14,8,0,5.6,0.48,4.57,0.41,0.79,0.55,0.74,1.1
Lose,Emil Meek,Jake Matthews,Welterweight,U-DEC,3,am,0.64,14,9,5,0,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1,0.73,26,19,7,0,3.3,0.45,2.56,0.6,1.59,0.4,0.62,0.6
Lose,Callan Potter,Song Kenan,Welterweight,KO/TKO Punch,1,am,0.67,27,18,9,0,3.18,0.5,4.72,0.58,3.29,0.66,1,0,0.71,28,20,8,0,4.36,0.46,6.38,0.5,0.34,0.5,0.61,0
Lose,Tyson Nam,Kai Kara-France,Flyweight,U-DEC,3,am,0.58,36,21,14,1,3.87,0.33,4.97,0.65,0,0,0.87,0,0.69,35,24,11,0,4.57,0.39,3.24,0.65,0.63,0.33,0.88,0
Lose,Loma Lookboonmee,Angela Hill,Women's Strawweight,U-DEC,3,am,0.75,12,9,3,0,4.1,0.57,2.48,0.53,1.9,0.5,0.72,0.1,0.55,29,16,13,0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1
Lose,Shana Dobson,Priscila Cachoeira,Women's Flyweight,KO/TKO Punch,1,am,0.44,9,4,5,0,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0,0.67,18,12,6,0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0
Lose,Corey Anderson,Jan Blachowicz,Light Heavyweight,KO/TKO Punch,1,am,0.74,19,14,5,0,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0,0.73,40,29,10,1,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3
Lose,Michel Pereira,Diego Sanchez,Welterweight,DQ,3,am,0.73,41,30,11,0,5.15,0.54,3.71,0.58,1.55,0.55,0.94,0.7,0.7,44,31,13,0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
Lose,Mara Romero Borella,Montana De La Rosa,Women's Flyweight,U-DEC,3,am,0.57,21,12,9,0,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,0.55,22,12,9,1,2.7,0.36,3.21,0.44,1.71,0.31,0.64,0.8
Lose,Kazula Vargas,Brok Weaver,Lightweight,DQ,1,am,0.71,17,12,5,0,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,0.71,21,15,6,0,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4
Lose,Rogerio Bontorin,Ray Borg,Flyweight,U-DEC,3,am,0.8,20,16,4,0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1,0.72,18,13,5,0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1
Lose,Yancy Medeiros,Lando Vannata,Lightweight,U-DEC,3,am,0.65,23,15,8,0,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,0.57,21,12,7,2,4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3
Lose,Tim Means,Daniel Rodriguez,Welterweight,SUB Guillotine Choke,2,am,0.69,48,33,15,0,5.1,0.49,3.65,0.6,1.16,0.42,0.65,0.2,0.81,21,17,4,0,7.3,0.5,5.28,0.56,0.62,0.5,0.63,0.1
Lose,Nathaniel Wood,John Dodson,Bantamweight,KO/TKO Punch,3,am,0.77,26,20,6,0,5.91,0.5,4.22,0.56,1.74,0.48,0.7,0.5,0.65,34,22,12,0,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0
Lose,Jim Miller,Scott Holtzman,Lightweight,U-DEC,3,am,0.67,55,37,18,0,2.99,0.42,3.5,0.56,1.53,0.44,0.47,1.7,0.7,20,14,6,0,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2
Lose,Dequan Townsend,Devin Clark,Light Heavyweight,U-DEC,3,am,0.64,33,21,12,0,1.23,0.34,3.92,0.38,0,0,0.46,0,0.61,23,14,9,0,3.03,0.54,3.24,0.44,2.17,0.32,0.58,0.1
Lose,Casey Kenney,Merab Dvalishvili,Bantamweight,U-DEC,3,am,0.76,21,16,4,1,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,0.81,21,17,4,0,4.5,0.41,2.37,0.57,6.43,0.36,0.8,0.3
Lose,Shanna Young,Macy Chiasson,Women's Bantamweight,U-DEC,3,am,0.6,15,9,6,0,3.18,0.47,4.88,0.43,0,0,0.53,0.6,0.77,13,10,3,0,3.53,0.44,2.53,0.46,2.38,0.37,0.62,0.5
Lose,Mark De La Rosa,Raulian Paiva,Flyweight,KO/TKO Punch,2,am,0.69,16,11,5,0,3.13,0.35,5,0.48,0.54,0.13,0.4,0.2,0.81,26,21,5,0,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2
Lose,Dominick Reyes,Jon Jones,Light Heavyweight,U-DEC,5,am,0.75,16,12,4,0,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4,0.96,28,27,1,0,4.29,0.57,2.22,0.64,1.93,0.45,0.95,0.5
Lose,Katlyn Cerminara,Valentina Shevchenko,Women's Flyweight,KO/TKO Punches,3,am,0.75,24,18,6,0,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3,0.82,28,23,4,1,3.28,0.52,2.11,0.62,2.56,0.63,0.71,0.4
Lose,Juan Adams,Justin Tafa,Heavyweight,KO/TKO Punch,1,am,0.63,8,5,3,0,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0,0.64,11,7,4,0,4.09,0.54,5.02,0.47,0,0,0.5,0
Lose,Mirsad Bektic,Dan Ige,Featherweight,S-DEC,3,am,0.76,17,13,4,0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,0.72,25,18,7,0,3.76,0.45,3.52,0.57,1.06,0.26,0.58,0.3
Lose,Ilir Latifi,Derrick Lewis,Heavyweight,U-DEC,3,am,0.65,26,17,9,0,2.05,0.45,2.93,0.56,2.11,0.35,1,0.3,0.69,39,27,12,0,2.43,0.5,2.48,0.4,0.53,0.26,0.53,0
Lose,James Krause,Trevin Giles,Middleweight,S-DEC,3,am,0.76,37,28,9,0,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,0.73,22,16,6,0,3.27,0.55,2.22,0.58,1.19,0.5,0.71,0.3
Lose,Andrea Lee,Lauren Murphy,Women's Flyweight,S-DEC,3,am,0.59,22,13,9,0,4.69,0.46,3.76,0.62,1.85,0.58,0.55,0.6,0.73,22,16,6,0,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1
Lose,Alex Morono,Khaos Williams,Welterweight,KO/TKO Punch,1,am,0.73,33,24,9,0,4.87,0.4,4.16,0.58,0.32,0.22,0.55,0.4,0.82,17,14,3,0,5.77,0.39,5.33,0.42,0,0,0.8,0
Lose,Miles Johns,Mario Bautista,Bantamweight,KO/TKO Flying Knee,2,am,0.88,16,14,2,0,3.28,0.47,2.55,0.68,1.15,0.22,0.85,0,0.88,16,14,2,0,5.69,0.48,3.99,0.53,2.25,0.44,0.66,1
Lose,Jonathan Martinez,Andre Ewell,Bantamweight,S-DEC,3,am,0.83,23,19,4,0,4.64,0.5,3.76,0.58,0.44,0.41,0.69,0.1,0.65,26,17,9,0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1
Lose,Austin Lingo,Youssef Zalal,Featherweight,U-DEC,3,am,0.75,12,9,3,0,3.86,0.37,4.86,0.57,0.43,0.66,0.75,0,0.7,20,14,5,1,2.88,0.49,1.73,0.65,2.28,0.34,0.6,1.3
Lose,Junior Dos Santos,Curtis Blaydes,Heavyweight,KO/TKO Punches,2,am,0.7,30,21,9,0,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,0.82,22,18,4,0,3.53,0.5,1.83,0.59,5.72,0.53,0.31,0
Lose,Rafael Dos Anjos,Michael Chiesa,Welterweight,U-DEC,3,am,0.67,48,32,16,0,3.48,0.47,3.21,0.6,1.95,0.35,0.55,0.6,0.72,25,18,7,0,1.87,0.4,1.7,0.54,3.33,0.5,0.6,1
Lose,Jordan Espinosa,Alex Perez,Flyweight,SUB Arm Triangle,1,am,0.63,24,15,9,0,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,0.75,32,24,8,0,4.12,0.46,3.14,0.59,2.26,0.44,0.82,1
Lose,Hannah Cifers,Angela Hill,Women's Strawweight,KO/TKO Elbows,2,am,0.59,17,10,7,0,4.99,0.44,5.39,0.52,0.26,1,0.64,0.3,0.55,29,16,13,0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1
Lose,Darko Stosic,Jamahal Hill,Light Heavyweight,U-DEC,3,am,0.76,17,13,4,0,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0,0.86,14,12,2,0,7.18,0.54,3.51,0.46,0,0,0.73,0
Lose,Dequan Townsend,Bevon Lewis,Middleweight,U-DEC,3,am,0.64,33,21,12,0,1.23,0.34,3.92,0.38,0,0,0.46,0,0.7,10,7,3,0,3.73,0.43,2.67,0.54,0,0,0.66,0
Lose,Nik Lentz,Arnold Allen,Featherweight,U-DEC,3,am,0.71,42,30,12,0,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,0.86,22,19,3,0,3.39,0.4,2.91,0.61,1.02,0.5,0.75,0.4
Lose,Lucie Pudilova,Justine Kish,Women's Flyweight,U-DEC,3,am,0.61,23,14,9,0,3.68,0.37,3.83,0.51,0.55,0.27,0.66,0.7,0.64,11,7,4,0,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1
Lose,Felipe Colares,Montel Jackson,Bantamweight,U-DEC,3,am,0.71,14,10,4,0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,0.87,15,13,2,0,3.36,0.53,1.41,0.64,3.42,0.71,0.69,0.3
Lose,Lina Lansberg,Sara McMann,Women's Bantamweight,U-DEC,3,am,0.56,18,10,8,0,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,0.68,19,13,6,0,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5
Lose,Tony Gravely,Brett Johns,Bantamweight,SUB Rear Naked Choke,3,am,0.72,32,23,9,0,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,0.89,19,17,2,0,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1
Lose,Nate Landwehr,Herbert Burns,Featherweight,KO/TKO Knee,1,am,0.78,23,18,5,0,6.25,0.46,5.75,0.55,1,0.41,0.86,1,0.69,16,11,5,0,1.73,0.4,4.6,0.41,3,0.42,0.66,2.5
Lose,Donald Cerrone,Conor McGregor,Welterweight,KO/TKO Punches,1,am,0.68,53,36,17,0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,0.79,28,22,6,0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Lose,Raquel Pennington,Holly Holm,Women's Bantamweight,U-DEC,3,am,0.64,25,16,9,0,4.14,0.52,3.29,0.6,0.9,0.27,0.63,0.7,0.68,22,15,7,0,3.13,0.4,2.92,0.55,0.87,0.3,0.76,0.1
Lose,Maurice Greene,Aleksei Oleinik,Heavyweight,SUB Armbar,2,am,0.56,16,9,7,0,3.28,0.45,3.61,0.45,0,0,0.27,0.4,0.77,78,60,17,1,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9
Lose,Ode Osbourne,Brian Kelleher,Bantamweight,SUB Guillotine Choke,1,am,0.63,19,12,7,0,3.46,0.38,4.44,0.44,1.27,0.27,0.64,0.2,0.62,39,24,15,0,3.39,0.41,4.64,0.54,1.74,0.41,0.6,0.7
Lose,Anthony Pettis,Diego Ferreira,Lightweight,SUB Rear Naked Choke,2,am,0.71,34,24,10,0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,0.78,23,18,5,0,4.66,0.37,3.42,0.56,0.71,0.22,0.63,0.7
Lose,Maycee Barber,Roxanne Modafferi,Women's Flyweight,U-DEC,3,am,0.88,16,14,2,0,4.7,0.53,2.9,0.54,1.44,0.43,0.53,0.1,0.54,46,25,21,0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1
Lose,Andre Fili,Sodiq Yusuff,Featherweight,U-DEC,3,am,0.68,34,23,11,0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3,0.76,17,13,4,0,5.66,0.49,4.51,0.53,0.28,0.2,0.62,0.4
Lose,Tim Elliott,Askar Askarov,Flyweight,U-DEC,3,am,0.6,35,21,13,1,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1,0.88,16,14,1,1,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4
Lose,Nasrat Haqparast,Drew Dober,Lightweight,KO/TKO Punch,1,am,0.76,21,16,5,0,5.78,0.44,5.25,0.64,0.31,0.2,0.78,0,0.68,40,27,13,0,4.34,0.4,4.23,0.51,0.71,0.18,0.56,0.1
Lose,Justin Ledet,Aleksa Camur,Light Heavyweight,U-DEC,3,am,0.69,13,9,4,0,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,0.67,9,6,3,0,4.73,0.57,4.26,0.54,0.46,0.22,0.5,0
Lose,JJ Aldrich,Sabina Mazo,Women's Flyweight,S-DEC,3,am,0.68,19,13,6,0,4.05,0.46,4.53,0.6,0.71,0.25,0.66,0,0.69,13,9,4,0,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2
Lose,Frankie Edgar,Chan Sung Jung,Featherweight,KO/TKO Punches,1,am,0.66,35,23,11,1,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,0.68,25,17,8,0,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6
